time,进水流量,进水COD,进水SS,进水TP,进水TN,进水NH3,进水温度,进水ph,MLSS_2#A,MLSS_2#B,MLSS_3#,DO_2#A,DO_2#B,DO_3#,内回流量_2#A,内回流量_2#B,内回流量_3#,外回流量_2#A,外回流量_2#B,外回流量_3#,出水流量,出水COD,出水TP,出水TN,出水NH3
2018/12/9 19:00,414931,442,279,7.11,41.7,23.5,19,6.9,7828.625,7246.6875,6754.5,3.770833333,4.133333333,3.929166667,392109.3225,392109.3225,336093.705,145225.675,145225.675,124479.15,409927,25,0.04,6.13,0.12
2018/12/9 20:00,414812,443,280,7.19,41.2,23.1,19,6.9,7825.1875,7250.40625,6774.75,3.764583333,4.15,3.935416667,391997.5763,391997.5763,335997.9225,145184.2875,145184.2875,124443.675,409800,25,0.04,6.04,0.12
2018/12/9 21:00,414694,443,280,7.27,40.8,22.8,19,6.9,7821.75,7254.125,6795,3.758333333,4.166666667,3.941666667,391885.83,391885.83,335902.14,145142.9,145142.9,124408.2,409673,26,0.04,5.94,0.12
2018/12/9 22:00,414458,444,280,7.44,40,22,19,6.9,7814.875,7261.5625,6835.5,3.745833333,4.2,3.954166667,391662.3375,391662.3375,335710.575,145060.125,145060.125,124337.25,409420,26,0.04,5.76,0.12
2018/12/9 23:00,414339,445,280,7.52,39.5,21.6,19,6.9,7811.4375,7265.28125,6855.75,3.739583333,4.216666667,3.960416667,391550.5913,391550.5913,335614.7925,145018.7375,145018.7375,124301.775,409293,26,0.04,5.66,0.12
2018/12/10 0:00,414221,445,280,7.6,39.1,21.2,19,6.9,7808,7269,6876,3.733333333,4.233333333,3.966666667,391438.845,391438.845,335519.01,144977.35,144977.35,124266.3,409166,26,0.04,5.57,0.12
2018/12/10 1:00,414503,453,288,7.73,40.1,21.3,19,6.9,7797.75,7256.625,6873.5,3.74375,4.204166667,3.9625,391705.2169,391705.2169,335747.3288,145076.0063,145076.0063,124350.8625,409463,26,0.04,5.63,0.12
2018/12/10 2:00,414644,456,292,7.79,40.6,21.3,19,6.9,7792.625,7250.4375,6872.25,3.748958333,4.189583333,3.960416667,391838.4028,391838.4028,335861.4881,145125.3344,145125.3344,124393.1438,409612,26,0.04,5.65,0.12
2018/12/10 3:00,414785,460,296,7.86,41.1,21.4,19,6.9,7787.5,7244.25,6871,3.754166667,4.175,3.958333333,391971.5888,391971.5888,335975.6475,145174.6625,145174.6625,124435.425,409760,25,0.04,5.68,0.12
2018/12/10 4:00,415067,468,304,7.98,42,21.4,19,6.9,7777.25,7231.875,6868.5,3.764583333,4.145833333,3.954166667,392237.9606,392237.9606,336203.9663,145273.3188,145273.3188,124519.9875,410057,25,0.04,5.74,0.12
2018/12/10 5:00,415208,471,308,8.05,42.5,21.5,19,6.9,7772.125,7225.6875,6867.25,3.769791667,4.13125,3.952083333,392371.1466,392371.1466,336318.1256,145322.6469,145322.6469,124562.2688,410206,25,0.04,5.77,0.12
2018/12/10 6:00,415349,475,313,8.11,43,21.5,19,6.9,7767,7219.5,6866,3.775,4.116666667,3.95,392504.3325,392504.3325,336432.285,145371.975,145371.975,124604.55,410354,25,0.04,5.8,0.12
2018/12/10 7:00,415630,483,321,8.24,44,21.6,19,6.9,7756.75,7207.125,6863.5,3.785416667,4.0875,3.945833333,392770.7044,392770.7044,336660.6038,145470.6313,145470.6313,124689.1125,410651,24,0.04,5.85,0.12
2018/12/10 8:00,415771,487,325,8.3,44.5,21.6,19,6.9,7751.625,7200.9375,6862.25,3.790625,4.072916667,3.94375,392903.8903,392903.8903,336774.7631,145519.9594,145519.9594,124731.3938,410800,24,0.04,5.88,0.12
2018/12/10 9:00,415912,490,329,8.37,45,21.7,19,6.9,7746.5,7194.75,6861,3.795833333,4.058333333,3.941666667,393037.0763,393037.0763,336888.9225,145569.2875,145569.2875,124773.675,410948,24,0.04,5.91,0.12
2018/12/10 10:00,416194,498,337,8.49,45.9,21.8,19,6.9,7736.25,7182.375,6858.5,3.80625,4.029166667,3.9375,393303.4481,393303.4481,337117.2413,145667.9438,145667.9438,124858.2375,411245,24,0.04,5.96,0.12
2018/12/10 11:00,416335,502,341,8.56,46.4,21.8,19,6.9,7731.125,7176.1875,6857.25,3.811458333,4.014583333,3.935416667,393436.6341,393436.6341,337231.4006,145717.2719,145717.2719,124900.5188,411394,24,0.04,5.99,0.12
2018/12/10 12:00,416476,506,345,8.62,46.9,21.9,20,6.9,7726,7170,6856,3.816666667,4,3.933333333,393569.82,393569.82,337345.56,145766.6,145766.6,124942.8,411542,24,0.05,6.02,0.12
2018/12/10 13:00,416758,513,353,8.75,47.9,21.9,20,6.8,7715.75,7157.625,6853.5,3.827083333,3.970833333,3.929166667,393836.1919,393836.1919,337573.8788,145865.2563,145865.2563,125027.3625,411839,23,0.05,6.08,0.12
2018/12/10 14:00,416899,517,357,8.81,48.4,22,20,6.8,7710.625,7151.4375,6852.25,3.832291667,3.95625,3.927083333,393969.3778,393969.3778,337688.0381,145914.5844,145914.5844,125069.6438,411988,23,0.05,6.1,0.12
2018/12/10 15:00,417040,521,361,8.88,48.9,22,20,6.8,7705.5,7145.25,6851,3.8375,3.941666667,3.925,394102.5638,394102.5638,337802.1975,145963.9125,145963.9125,125111.925,412136,23,0.05,6.13,0.12
2018/12/10 16:00,417322,528,369,9,49.8,22.1,20,6.8,7695.25,7132.875,6848.5,3.847916667,3.9125,3.920833333,394368.9356,394368.9356,338030.5163,146062.5688,146062.5688,125196.4875,412433,23,0.05,6.19,0.12
2018/12/10 17:00,417463,532,373,9.07,50.3,22.1,20,6.8,7690.125,7126.6875,6847.25,3.853125,3.897916667,3.91875,394502.1216,394502.1216,338144.6756,146111.8969,146111.8969,125238.7688,412582,22,0.05,6.22,0.12
2018/12/10 18:00,417604,536,378,9.13,50.8,22.2,20,6.8,7685,7120.5,6846,3.858333333,3.883333333,3.916666667,394635.3075,394635.3075,338258.835,146161.225,146161.225,125281.05,412730,22,0.05,6.25,0.12
2018/12/10 19:00,417885,543,386,9.26,51.8,22.3,20,6.8,7674.75,7108.125,6843.5,3.86875,3.854166667,3.9125,394901.6794,394901.6794,338487.1538,146259.8813,146259.8813,125365.6125,413027,22,0.05,6.3,0.12
2018/12/10 20:00,418026,547,390,9.32,52.3,22.3,20,6.8,7669.625,7101.9375,6842.25,3.873958333,3.839583333,3.910416667,395034.8653,395034.8653,338601.3131,146309.2094,146309.2094,125407.8938,413176,22,0.05,6.33,0.12
2018/12/10 21:00,418167,551,394,9.39,52.8,22.3,20,6.8,7664.5,7095.75,6841,3.879166667,3.825,3.908333333,395168.0513,395168.0513,338715.4725,146358.5375,146358.5375,125450.175,413324,22,0.05,6.36,0.12
2018/12/10 22:00,418449,558,402,9.51,53.7,22.4,20,6.8,7654.25,7083.375,6838.5,3.889583333,3.795833333,3.904166667,395434.4231,395434.4231,338943.7913,146457.1938,146457.1938,125534.7375,413621,21,0.05,6.41,0.12
2018/12/10 23:00,418590,562,406,9.58,54.2,22.5,20,6.8,7649.125,7077.1875,6837.25,3.894791667,3.78125,3.902083333,395567.6091,395567.6091,339057.9506,146506.5219,146506.5219,125577.0188,413770,21,0.05,6.44,0.12
2018/12/11 0:00,418731,566,410,9.64,54.7,22.5,20,6.8,7644,7071,6836,3.9,3.766666667,3.9,395700.795,395700.795,339172.11,146555.85,146555.85,125619.3,413918,21,0.05,6.47,0.12
