,进水流量,进水COD,进水SS,进水TP,进水TN,进水NH3,进水温度,进水ph,MLSS_2#A,MLSS_2#B,MLSS_3#,DO_2#A,DO_2#B,DO_3#,内回流量_2#A,内回流量_2#B,内回流量_3#,外回流量_2#A,外回流量_2#B,外回流量_3#,出水流量,出水COD,出水TP,出水TN,出水NH3
53,-0.5625121022397211,0.7391304347826086,0.747163695299838,0.6912751677852347,0.6732394366197181,-0.7448979591836735,0.33333333333333326,-0.4999999999999978,0.5113044507575757,0.6993846153846155,-0.8484200743494423,-0.668560605454545,-0.6282894745412049,0.4545454535537168,-0.562499999146227,-0.562499999146227,-0.5625000006640453,-0.562500004610377,-0.562500004610377,-0.5624999964141508,-0.5624825692403407,-0.9,4.440892098500626e-16,0.3043478260869559,-0.42857142857142894
54,-0.49998924245358123,0.6992753623188406,0.7115072933549433,0.6487695749440714,0.6450704225352111,-0.7244897959183674,0.33333333333333326,-0.4999999999999978,0.4891098484848484,0.6664615384615384,-0.8267657992565056,-0.6212121199999998,-0.6052631576869802,0.4545454535537168,-0.49999999772327186,-0.49999999772327186,-0.5,-0.5000000000000027,-0.5000000000000027,-0.5000000000000011,-0.5000107266213288,-0.9,4.440892098500626e-16,0.2775919732441472,-0.14285714285714302
55,-0.3749865530669765,0.6268115942028984,0.6369529983792546,0.559284116331096,0.5999999999999999,-0.6938775510204082,0.33333333333333326,-0.4999999999999978,0.44472064393939403,0.6006153846153846,-0.783457249070632,-0.5265151509090906,-0.5592105271364262,0.4545454535537168,-0.37499999943081797,-0.37499999943081797,-0.37499999867190625,-0.3750000030735864,-0.3750000030735864,-0.3749999928283033,-0.37498122841267456,-0.9,4.440892098500626e-16,0.23076923076923062,-0.14285714285714302
56,-0.31250672346651176,0.5869565217391304,0.6012965964343597,0.5167785234899327,0.5718309859154929,-0.6734693877551021,0.33333333333333326,-0.4999999999999978,0.42252604166666674,0.5676923076923077,-0.7618029739776951,-0.47916666545454534,-0.536184210282203,0.4545454535537168,-0.3124999980078629,-0.3124999980078629,-0.3124999980078609,-0.31249999846320864,-0.31249999846320864,-0.3124999964141514,-0.3125093857936627,-0.9,4.440892098500626e-16,0.21070234113712338,-0.14285714285714302
57,-0.24998386368037173,0.5507246376811594,0.5656401944894651,0.4720357941834452,0.5492957746478873,-0.6530612244897956,0.33333333333333326,-0.4999999999999978,0.40033143939393945,0.5347692307692307,-0.7401486988847583,-0.4318181818181821,-0.5131578934279784,0.4545454535537168,-0.25000000113836407,-0.25000000113836407,-0.24999999734381562,-0.24999999385283078,-0.24999999385283078,-0.24999999999999944,-0.24999463668933564,-0.8,4.440892098500626e-16,0.18394648829431404,-0.14285714285714302
58,-0.1249811742937671,0.4746376811594204,0.4943273905996759,0.384787472035794,0.4985915492957744,-0.6122448979591836,0.33333333333333326,-0.4999999999999978,0.35594223484848486,0.468923076923077,-0.6968401486988848,-0.33712121090909086,-0.46710526287742427,0.4545454535537168,-0.1249999982924539,-0.1249999982924539,-0.12500000132809064,-0.12499999692641806,-0.12499999692641806,-0.12499999282830176,-0.1250080449659966,-0.8,4.440892098500626e-16,0.13712374581939746,-0.14285714285714302
59,-0.06250134469330237,0.4384057971014492,0.4586709886547813,0.3400447427293065,0.4760563380281688,-0.5918367346938775,0.33333333333333326,-0.4999999999999978,0.33374763257575757,0.43599999999999994,-0.675185873605948,-0.2897727272727276,-0.44407894602319964,0.4545454535537168,-0.06250000142295509,-0.06250000142295509,-0.06250000066404537,-0.06250000461037963,-0.06250000461037963,-0.06249999641414983,-0.06249329586166952,-0.8,4.440892098500626e-16,0.11705685618729089,-0.14285714285714302
60,2.1515092837542937e-05,0.40217391304347827,0.42301458670988645,0.297539149888143,0.4535211267605632,-0.5714285714285714,0.33333333333333326,-0.4999999999999978,0.3115530303030303,0.4030769230769231,-0.6535315985130111,-0.24242424181818156,-0.42105263232687007,0.4545454535537168,0.0,0.0,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,2.145324265767634e-05,-0.8,4.440892098500626e-16,0.09698996655518366,-0.14285714285714302
61,0.12498117429376698,0.326086956521739,0.3484602917341977,0.2080536912751676,0.4028169014084506,-0.530612244897959,-0.33333333333333337,-1.0,0.2671638257575757,0.3372307692307692,-0.6102230483271376,-0.14772727272727315,-0.3749999986184209,0.4545454535537168,0.1249999982924539,0.1249999982924539,0.12500000132809386,0.12499999692641439,0.12499999692641439,0.12500000717169768,0.1250080449659967,-0.8,4.440892098500626e-16,0.05016722408026708,-0.14285714285714302
62,0.187504034079907,0.28623188405797095,0.31280388978930307,0.1655480984340043,0.3746478873239436,-0.510204081632653,-0.33333333333333337,-1.0,0.2449692234848484,0.3043076923076924,-0.5885687732342008,-0.10037878727272709,-0.35197368492209136,0.4545454535537168,0.18749999971540898,0.18749999971540898,0.18750000199213912,0.18750000153679225,0.18750000153679225,0.18750000358584962,0.18747988758500855,-0.8,4.440892098500626e-16,0.023411371237457734,-0.14285714285714302
63,0.24998386368037173,0.25,0.27714748784440846,0.12080536912751683,0.352112676056338,-0.4897959183673469,-0.33333333333333337,-1.0,0.2227746212121211,0.27138461538461534,-0.5669144981412639,-0.05303030181818191,-0.32894736806786673,0.4545454535537168,0.25000000113836407,0.25000000113836407,0.2500000026561844,0.2500000061471701,0.2500000061471701,0.25000000000000155,0.24999463668933553,-0.7,4.440892098500626e-16,0.0033444816053511683,-0.14285714285714302
64,0.3749865530669765,0.17391304347826098,0.20583468395461924,0.03355704697986561,0.30140845070422495,-0.4489795918367344,-0.33333333333333337,-1.0,0.17838541666666674,0.20553846153846145,-0.5236059479553903,0.041666667272727276,-0.28289473751731264,0.4545454535537168,0.37499999943081797,0.37499999943081797,0.37499999867190925,0.3750000030735827,0.3750000030735827,0.37500000717169923,0.37498122841267456,-0.7,4.440892098500626e-16,-0.04347826086956552,-0.14285714285714302
65,0.4375094128531165,0.1376811594202898,0.16693679092382485,-0.01118568232662187,0.27887323943661957,-0.4285714285714284,-0.33333333333333337,-1.0,0.15619081439393945,0.17261538461538461,-0.5019516728624536,0.08901515272727267,-0.259868420663088,0.4545454535537168,0.43750000085377305,0.43750000085377305,0.43749999933595474,0.43749999538962125,0.43749999538962125,0.4375000035858492,0.43749597751700176,-0.7,4.440892098500626e-16,-0.07023411371237487,-0.14285714285714302
66,0.49998924245358123,0.10144927536231885,0.13128038897893024,-0.0559284116331098,0.25633802816901397,-0.40816326530612235,-0.33333333333333337,-1.0,0.13399621212121215,0.13969230769230778,-0.48029739776951674,0.1363636363636358,-0.23684210380886483,0.4545454535537168,0.5000000022767281,0.5000000022767281,0.5,0.4999999999999991,0.4999999999999991,0.5000000000000011,0.5000107266213287,-0.7,4.440892098500626e-16,-0.0903010033444821,0.14285714285714257
67,0.624991931840186,0.0253623188405796,0.05996758508914102,-0.14317673378076057,0.20563380281690136,-0.377551020408163,-0.33333333333333337,-1.0,0.08960700757575757,0.0738461538461539,-0.4369888475836431,0.23106060727272704,-0.19078947325831075,0.4545454535537168,0.625000000569182,0.625000000569182,0.6250000013280939,0.6249999969264153,0.6249999969264153,0.6250000071717008,0.6249973183446678,-0.7,4.440892098500626e-16,-0.137123745819398,0.14285714285714257
68,0.6875147916263258,-0.010869565217391353,0.024311183144246407,-0.1879194630872485,0.18309859154929575,-0.357142857142857,-0.33333333333333337,-1.0,0.06741240530303028,0.04092307692307684,-0.41533457249070627,0.2784090909090904,-0.16776315640408612,0.4545454535537168,0.6875000019921371,0.6875000019921371,0.6875000019921391,0.6875000015367931,0.6875000015367931,0.6875000035858507,0.687512067448995,-0.7,4.440892098500626e-16,-0.16387959866220747,0.14285714285714257
69,0.7499946212267905,-0.050724637681159424,-0.011345218800648316,-0.23042505592841167,0.15492957746478875,-0.33673469387755095,-0.33333333333333337,-1.0,0.04521780303030298,0.008000000000000007,-0.39368029739776955,0.3257575763636362,-0.14473684270775655,0.4545454535537168,0.7499999988616359,0.7499999988616359,0.7500000026561844,0.7500000061471674,0.7500000061471674,0.7500000000000004,0.7499839100680068,-0.6,4.440892098500626e-16,-0.1839464882943146,0.14285714285714257
70,0.8749973106133953,-0.12318840579710144,-0.08589951377633709,-0.3199105145413871,0.10985915492957732,-0.29591836734693844,-0.33333333333333337,-1.0,0.0008285984848483974,-0.05784615384615388,-0.3503717472118959,0.42045454545454475,-0.09868420899930741,0.4545454535537168,0.8750000017075461,0.8750000017075461,0.8749999986719093,0.8750000030735836,0.8750000030735836,0.8750000071717003,0.875013408276661,-0.6,4.440892098500626e-16,-0.23076923076923117,0.14285714285714257
71,0.9375201703995353,-0.1630434782608695,-0.12155591572123181,-0.36241610738255026,0.08169014084507009,-0.2755102040816324,-0.33333333333333337,-1.0,-0.021366003787878785,-0.09076923076923082,-0.3287174721189591,0.4678030309090908,-0.07565789530297784,0.4545454535537168,0.9374999985770422,0.9374999985770422,0.9374999993359547,0.9374999953896221,0.9374999953896221,0.9375000035858501,0.9374852508956728,-0.6,4.440892098500626e-16,-0.2575250836120405,0.14285714285714257
72,1.0,-0.19927536231884058,-0.15721231766612642,-0.4071588366890381,0.05915492957746471,-0.25510204081632637,-0.33333333333333337,-1.0,-0.04356060606060608,-0.12369230769230766,-0.30706319702602225,0.515151516363636,-0.052631578448753324,0.4545454535537168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6,4.440892098500626e-16,-0.2775919732441472,0.14285714285714257
73,0.9083026743260396,-0.19202898550724634,-0.17341977309562395,-0.3937360178970918,0.11549295774647872,-0.18367346938775497,-0.33333333333333337,-1.0,-0.004971590909090939,-0.1089230769230769,-0.31124535315985125,0.4886363636363631,0.013157894217450838,0.4090909098347113,0.9083026743260378,0.9083026743260378,0.9083026743260405,0.908302674326039,0.908302674326039,0.9083026743260412,0.9074936176603094,-0.6,4.440892098500626e-16,-0.25083612040133774,0.14285714285714257
74,0.8624755265818973,-0.19202898550724634,-0.17990275526742305,-0.38926174496644295,0.14929577464788735,-0.15306122448979576,-0.33333333333333337,-1.0,0.01432291666666674,-0.10153846153846158,-0.3133364312267658,0.4753787890909087,0.046052632129501614,0.3863636352479307,0.8624540114890595,0.8624540114890595,0.8624540114890606,0.8624540114890602,0.8624540114890602,0.862454011489062,0.8612833329757792,-0.6,4.440892098500626e-16,-0.24414715719063562,0.14285714285714257
75,0.8166053486520795,-0.18840579710144922,-0.18638573743922204,-0.3825503355704697,0.17746478873239435,-0.12244897959183654,-0.33333333333333337,-1.0,0.03361742424242431,-0.09415384615384614,-0.31542750929368035,0.462121212727272,0.07894737004155261,0.36363636611570094,0.8166053486520783,0.8166053486520783,0.8166053486520808,0.8166053486520779,0.8166053486520779,0.8166053486520826,0.815030141805934,-0.5,4.440892098500626e-16,-0.23076923076923117,0.14285714285714257
76,0.7249080229781191,-0.1811594202898551,-0.20259319286871957,-0.3691275167785235,0.23380281690140836,-0.05102040816326514,-0.33333333333333337,-1.0,0.07220643939393945,-0.07938461538461539,-0.31960966542750935,0.4356060618181812,0.14473684270775666,0.31818181694214953,0.7249080229781188,0.7249080229781188,0.7249080229781213,0.7249080229781169,0.7249080229781169,0.7249080229781197,0.7225237594662433,-0.5,4.440892098500626e-16,-0.20401337792642182,0.14285714285714257
77,0.6790808752339765,-0.1811594202898551,-0.20907617504051867,-0.36241610738255026,0.267605633802817,-0.020408163265305923,-0.33333333333333337,-1.0,0.09150094696969702,-0.07199999999999995,-0.3217007434944238,0.42234848545454473,0.17763158061980744,0.29545454780991487,0.6790593601411379,0.6790593601411379,0.6790593601411414,0.6790593601411381,0.6790593601411381,0.6790593601411403,0.6762705682963981,-0.5,4.440892098500626e-16,-0.1973244147157196,0.14285714285714257
78,0.6332106973041589,-0.17753623188405798,-0.21555915721231766,-0.35570469798657733,0.295774647887324,0.020408163265306145,0.33333333333333326,-0.4999999999999978,0.11079545454545459,-0.06461538461538463,-0.32379182156133834,0.40909090909090895,0.2105263153739605,0.27272727322313917,0.6332106973041594,0.6332106973041594,0.6332106973041587,0.6332106973041594,0.6332106973041594,0.6332106973041609,0.6300602836118678,-0.5,4.440892098500626e-16,-0.1839464882943146,0.42857142857142816
79,0.5415133716301985,-0.17028985507246375,-0.2317666126418152,-0.34451901565995524,0.352112676056338,0.0816326530612248,0.33333333333333326,-0.4999999999999978,0.14938446969696972,-0.04984615384615387,-0.32797397769516734,0.3825757581818181,0.2763157911980625,0.22727272950413124,0.5415133716301972,0.5415133716301972,0.5415133716301992,0.5415133716301985,0.5415133716301985,0.5415133716301981,0.5375539012721773,-0.5,4.440892098500626e-16,-0.15719063545150525,0.42857142857142816
80,0.495686223886056,-0.17028985507246375,-0.2382495948136143,-0.3378076062639822,0.380281690140845,0.12244897959183731,0.33333333333333326,-0.4999999999999978,0.1686789772727273,-0.04246153846153844,-0.3300650557620818,0.36931818181818166,0.30921052595221554,0.2045454549173531,0.4956647087932189,0.4956647087932189,0.49566470879321933,0.4956647087932162,0.4956647087932162,0.49566470879321867,0.4913007101023319,-0.5,4.440892098500626e-16,-0.1438127090301008,0.42857142857142816
81,0.44981604595623836,-0.16666666666666663,-0.24473257698541329,-0.33109619686800895,0.4140845070422532,0.1530612244897962,0.33333333333333326,-0.4999999999999978,0.18797348484848486,-0.03507692307692312,-0.33215613382899634,0.35606060727272704,0.34210526386426654,0.18181818033057762,0.4498160459562377,0.4498160459562377,0.4498160459562395,0.4498160459562375,0.4498160459562375,0.44981604595623925,0.44504751893248673,-0.4,4.440892098500626e-16,-0.137123745819398,0.42857142857142816
82,0.358118720282278,-0.1594202898550725,-0.2609400324149108,-0.3199105145413871,0.4704225352112672,0.22448979591836782,0.33333333333333326,-0.4999999999999978,0.2265625,-0.02030769230769236,-0.33633828996282533,0.32954545454545414,0.40789473653047037,0.1363636366115697,0.3581187202822784,0.3581187202822784,0.35811872028228,0.3581187202822764,0.3581187202822764,0.3581187202822784,0.3525840430781113,-0.4,4.440892098500626e-16,-0.11036789297658867,0.42857142857142816
83,0.31229157253813544,-0.1594202898550725,-0.2674230145867099,-0.31319910514541416,0.4985915492957744,0.2551020408163267,0.33333333333333326,-0.4999999999999978,0.24585700757575757,-0.012923076923076926,-0.3384293680297398,0.31628787999999974,0.44078947444252137,0.11363636202479155,0.31227005744529723,0.31227005744529723,0.3122700574453001,0.3122700574452977,0.3122700574452977,0.312270057445299,0.3063308519082659,-0.4,4.440892098500626e-16,-0.09698996655518421,0.42857142857142816
84,0.2664213946083178,-0.1557971014492754,-0.2739059967585089,-0.3064876957494407,0.5323943661971828,0.29591836734693877,0.33333333333333326,-0.4999999999999978,0.26515151515151514,-0.005538461538461492,-0.34052044609665433,0.3030303036363633,0.47368421235457236,0.09090909289256177,0.26642139460831626,0.26642139460831626,0.2664213946083205,0.2664213946083154,0.2664213946083154,0.2664213946083176,0.26007766073842054,-0.4,4.440892098500626e-16,-0.08361204013377921,0.42857142857142816
85,0.17472406893435743,-0.14855072463768115,-0.29011345218800644,-0.2930648769574943,0.5887323943661968,0.35714285714285743,0.33333333333333326,-0.4999999999999978,0.3037405303030303,0.009230769230769154,-0.3447026022304833,0.27651515272727223,0.5394736850207762,0.04545454371900792,0.17472406893435677,0.17472406893435677,0.17472406893435766,0.17472406893435788,0.17472406893435788,0.174724068934359,0.16757127839872998,-0.4,4.440892098500626e-16,-0.06354515050167264,0.42857142857142816
86,0.1288969211902149,-0.14855072463768115,-0.29659643435980554,-0.28859060402684555,0.6169014084507041,0.3979591836734695,0.33333333333333326,-0.4999999999999978,0.32303503787878785,0.0166153846153847,-0.34679368029739777,0.2632575763636358,0.5723684229328272,0.022727274586775703,0.12887540609737824,0.12887540609737824,0.12887540609737802,0.12887540609737558,0.12887540609737558,0.12887540609737758,0.12136099371419995,-0.4,4.440892098500626e-16,-0.050167224080267636,0.42857142857142816
87,0.08302674326039727,-0.14492753623188404,-0.3063209076175041,-0.28187919463087263,0.6450704225352111,0.42857142857142905,0.33333333333333326,-0.4999999999999978,0.3423295454545454,0.02400000000000002,-0.3488847583643123,0.24999999999999933,0.6052631576869802,0.0,0.08302674326039727,0.08302674326039727,0.08302674326039816,0.08302674326039683,0.08302674326039683,0.08302674326039816,0.07510780254435456,-0.30000000000000004,4.440892098500626e-16,-0.036789297658863296,0.42857142857142816
88,-0.00867058241356311,-0.1376811594202898,-0.31928687196110206,-0.26845637583892623,0.7070422535211267,0.5,0.33333333333333326,-0.4999999999999978,0.38091856060606055,0.03876923076923067,-0.3530669144981413,0.2234848490909085,0.671052633511082,-0.045454543719010365,-0.008670582413562222,-0.008670582413562222,-0.008670582413561334,-0.00867058241356422,-0.00867058241356422,-0.008670582413562666,-0.0173985797953361,-0.30000000000000004,4.440892098500626e-16,-0.016722408026756064,0.42857142857142816
89,-0.05449773015770565,-0.1376811594202898,-0.32576985413290116,-0.2617449664429532,0.7352112676056337,0.5306122448979598,0.33333333333333326,-0.4999999999999978,0.4002130681818181,0.04615384615384621,-0.35515799256505576,0.2102272727272727,0.7039473682652353,-0.06818181830578607,-0.0545192452505433,-0.0545192452505433,-0.05451924525054119,-0.05451924525054297,-0.05451924525054297,-0.05451924525054208,-0.06365177096518138,-0.30000000000000004,4.440892098500626e-16,-0.0033444816053517235,0.42857142857142816
90,-0.10036790808752338,-0.1340579710144928,-0.3354943273905997,-0.2550335570469797,0.7633802816901407,0.5612244897959187,1.0,0.0,0.4195075757575757,0.053538461538461535,-0.3572490706319703,0.19696969818181742,0.7368421061772861,-0.09090909289256166,-0.10036790808752438,-0.10036790808752438,-0.10036790808752094,-0.10036790808752527,-0.10036790808752527,-0.1003679080875235,-0.10986205564971141,-0.30000000000000004,4.440892098500626e-16,0.010033444816053283,0.714285714285714
91,-0.19206523376148366,-0.12681159420289856,-0.3484602917341977,-0.24384787472035807,0.8253521126760559,0.6326530612244903,1.0,0.0,0.45809659090909083,0.0683076923076924,-0.3614312267657993,0.17045454545454541,0.8026315788434901,-0.13636363661157203,-0.19206523376148388,-0.19206523376148388,-0.19206523376148366,-0.1920652337614862,-0.1920652337614862,-0.19206523376148432,-0.20236843798940207,-0.30000000000000004,4.440892098500626e-16,0.030100334448160515,0.714285714285714
92,-0.2378923815056262,-0.12681159420289856,-0.3581847649918962,-0.2371364653243847,0.8535211267605629,0.6632653061224492,1.0,0.0,0.4773910984848484,0.07569230769230773,-0.36352230483271375,0.1571969709090908,0.8355263167555411,-0.15909091119834773,-0.23791389659846496,-0.23791389659846496,-0.2379138965984634,-0.23791389659846496,-0.23791389659846496,-0.23791389659846374,-0.24862162915924746,-0.30000000000000004,4.440892098500626e-16,0.043478260869564966,0.714285714285714
93,-0.28376255943544393,-0.12318840579710144,-0.3646677471636953,-0.23042505592841167,0.8816901408450699,0.7040816326530612,1.0,0.0,0.49668560606060597,0.08307692307692305,-0.3656133828996283,0.14393939454545435,0.8684210546675919,-0.18181818033057995,-0.2837625594354434,-0.2837625594354434,-0.28376255943544315,-0.2837625594354437,-0.2837625594354437,-0.28376255943544304,-0.29487482032909273,-0.19999999999999996,4.440892098500626e-16,0.05685618729096986,0.714285714285714
94,-0.3754598851094042,-0.1159420289855072,-0.3776337115072933,-0.21923937360178958,0.943661971830986,0.7653061224489799,1.0,0.0,0.5352746212121211,0.09784615384615392,-0.3697955390334573,0.1174242436363635,0.934210527333796,-0.22727272950413369,-0.37545988510940553,-0.37545988510940553,-0.37545988510940276,-0.37545988510940476,-0.37545988510940476,-0.37545988510940387,-0.38733829618346816,-0.19999999999999996,4.440892098500626e-16,0.07692307692307643,0.714285714285714
95,-0.42128703285354674,-0.1159420289855072,-0.38735818476499184,-0.21252796420581654,0.971830985915493,0.806122448979592,1.0,0.0,0.5545691287878789,0.10523076923076924,-0.37188661710037174,0.10416666727272705,0.967105265245847,-0.24999999863636357,-0.42130854794638395,-0.42130854794638395,-0.4213085479463825,-0.42130854794638706,-0.42130854794638706,-0.4213085479463853,-0.43359148735331343,-0.19999999999999996,4.440892098500626e-16,0.09030100334448155,0.714285714285714
96,-0.4671572107833646,-0.1123188405797102,-0.39384116693679094,-0.2058165548098435,1.0,0.8367346938775515,1.0,0.0,0.5738636363636365,0.11261538461538456,-0.3739776951672863,0.0909090909090906,1.0,-0.2727272732231416,-0.46715721078336503,-0.46715721078336503,-0.46715721078336225,-0.4671572107833658,-0.4671572107833658,-0.4671572107833647,-0.4798446785231588,-0.19999999999999996,4.440892098500626e-16,0.10367892976588577,0.714285714285714
97,-0.4598420792185718,-0.1557971014492754,-0.413290113452188,-0.2550335570469797,0.943661971830986,0.806122448979592,1.0,0.0,0.5079308712121211,0.049153846153846104,-0.39219330855018586,0.125,0.8750000009868435,-0.31818181694214953,-0.4598555255824123,-0.4598555255824123,-0.459855524823502,-0.4598555292251796,-0.4598555292251796,-0.4598555189798975,-0.47289382790208745,-0.19999999999999996,4.440892098500626e-16,0.1571906354515047,0.714285714285714
98,-0.4561845134361755,-0.17753623188405798,-0.42301458670988656,-0.2796420581655482,0.9154929577464788,0.7857142857142863,1.0,0.0,0.47496448863636354,0.017423076923076986,-0.4013011152416357,0.14204545454545459,0.8124999999013178,-0.34090909152892523,-0.45620468525866675,-0.45620468525866675,-0.4562046844997547,-0.4562046884460883,-0.4562046884460883,-0.45620468024986194,-0.46941840259155176,-0.19999999999999996,4.440892098500626e-16,0.19063545150501615,0.714285714285714
99,-0.4525699778394544,-0.19927536231884058,-0.4327390599675851,-0.3042505592841164,0.8873239436619718,0.7653061224489799,1.0,0.0,0.44199810606060597,-0.014307692307692355,-0.41040892193308554,0.15909090909090895,0.7500000019736843,-0.3636363661157034,-0.4525538403814623,-0.4525538403814623,-0.45255383886364164,-0.4525538353726577,-0.4525538353726577,-0.45255384151982636,-0.4659429772810161,-0.19999999999999996,4.440892098500626e-16,0.2173913043478255,0.714285714285714
100,-0.4452548462746617,-0.24637681159420288,-0.44894651539708263,-0.35570469798657733,0.8309859154929577,0.734693877551021,0.33333333333333326,0.0,0.37606534090909083,-0.07776923076923081,-0.4286245353159851,0.19318181818181768,0.624999999802633,-0.4090909098347112,-0.44525215518050953,-0.44525215518050953,-0.44525215821614705,-0.44525215381447514,-0.44525215381447514,-0.4452521497163592,-0.45894922017462936,-0.19999999999999996,4.440892098500626e-16,0.2709030100334444,0.714285714285714
101,-0.4415972804922653,-0.2681159420289855,-0.4586709886547812,-0.3803131991051454,0.8028169014084507,0.7142857142857146,0.33333333333333326,0.0,0.34309895833333326,-0.10950000000000004,-0.43773234200743494,0.2102272727272727,0.5625000018749995,-0.4318181844214869,-0.441601314856764,-0.441601314856764,-0.4416013125800341,-0.4416013130353803,-0.4416013130353803,-0.4416013109863235,-0.4554737948640937,-0.19999999999999996,4.440892098500626e-16,0.29765886287625376,0.714285714285714
102,-0.4379397147098689,-0.28985507246376807,-0.4683954619124797,-0.40492170022371365,0.7746478873239437,0.693877551020408,0.33333333333333326,0.0,0.3101325757575757,-0.14123076923076927,-0.4468401486988848,0.22727272727272707,0.5000000007894738,-0.4545454535537191,-0.43795046997955955,-0.43795046997955955,-0.4379504722562868,-0.437950472256289,-0.437950472256289,-0.4379504722562879,-0.451998369553558,-0.19999999999999996,4.440892098500626e-16,0.33110367892976544,0.714285714285714
103,-0.43066761333075154,-0.33333333333333337,-0.4878444084278768,-0.4541387024608501,0.7183098591549295,0.6632653061224492,0.33333333333333326,0.0,0.24419981060606055,-0.20469230769230773,-0.46505576208178434,0.261363636363636,0.3750000017763173,-0.500000002727273,-0.43064878933206585,-0.43064878933206585,-0.43064878629642644,-0.4306487906981029,-0.4306487906981029,-0.43064878045282073,-0.4450475189324866,-0.19999999999999996,4.440892098500626e-16,0.38461538461538414,0.714285714285714
104,-0.42701004754835514,-0.35507246376811596,-0.49756888168557534,-0.47874720357941836,0.6901408450704225,0.6428571428571428,0.33333333333333326,0.0,0.21123342803030298,-0.23642307692307696,-0.4741635687732342,0.2784090909090904,0.31250000069078876,-0.5227272718595052,-0.4269979444548614,-0.4269979444548614,-0.42699794597267915,-0.42699794991901163,-0.42699794991901163,-0.42699794172278516,-0.44157209362195093,-0.19999999999999996,4.440892098500626e-16,0.4113712374581935,0.714285714285714
105,-0.42335248176595885,-0.37681159420289856,-0.5072933549432739,-0.5033557046979865,0.6619718309859155,0.6224489795918371,0.33333333333333326,0.0,0.17826704545454541,-0.2681538461538462,-0.483271375464684,0.2954545454545454,0.2499999996052631,-0.5454545464462808,-0.4233471041311132,-0.4233471041311132,-0.4233471003365631,-0.4233470968455809,-0.4233470968455809,-0.4233471029927496,-0.43809666831141525,-0.19999999999999996,4.440892098500626e-16,0.43812709030100283,0.714285714285714
106,-0.41603735020116617,-0.42028985507246375,-0.526742301458671,-0.5525727069351232,0.6056338028169015,0.5918367346938775,0.33333333333333326,0.0,0.11233428030303028,-0.33161538461538465,-0.5014869888475837,0.32954545454545414,0.1250000005921068,-0.5909090901652887,-0.4160454189301631,-0.4160454189301631,-0.4160454196890716,-0.41604541528739836,-0.41604541528739836,-0.4160454111892824,-0.4311458176903439,-0.19999999999999996,4.440892098500626e-16,0.49832775919732386,0.714285714285714
107,-0.41237978441876977,-0.44202898550724634,-0.5364667747163696,-0.5771812080536912,0.5774647887323943,0.5714285714285718,0.33333333333333326,0.0,0.07936789772727271,-0.3633461538461539,-0.5105947955390335,0.3465909090909085,0.06249999950657825,-0.6136363647520668,-0.41239457405295865,-0.41239457405295865,-0.41239457405295543,-0.4123945745083035,-0.4123945745083035,-0.4123945724592467,-0.4276703923798082,-0.19999999999999996,4.440892098500626e-16,0.5250836120401332,0.714285714285714
108,-0.40872221863637337,-0.46376811594202894,-0.5429497568881685,-0.6017897091722595,0.5549295774647884,0.5510204081632655,0.33333333333333326,0.4999999999999978,0.04640151515151514,-0.3950769230769231,-0.5197026022304833,0.36363636363636287,1.5789474172578366e-09,-0.6363636393388425,-0.40874373372921047,-0.40874373372921047,-0.40874373372921124,-0.40874373372921224,-0.40874373372921224,-0.40874373372921113,-0.42415206058395727,-0.09999999999999998,4.440892098500626e-16,0.5518394648829426,1.0
109,-0.401450117257256,-0.5108695652173914,-0.5623987034035656,-0.6532438478747205,0.4985915492957744,0.5204081632653066,-0.33333333333333337,0.4999999999999978,-0.01953125,-0.45853846153846156,-0.5379182156133828,0.3977272727272725,-0.12500000059210536,-0.6818181830578505,-0.4014420485282604,-0.4014420485282604,-0.4014420477693479,-0.40144205217102613,-0.40144205217102613,-0.40144204192574395,-0.4172012099628859,-0.09999999999999998,4.440892098500626e-16,0.6053511705685615,1.0
110,-0.3977925514748596,-0.5326086956521738,-0.5721231766612642,-0.6778523489932886,0.4704225352112672,0.5,-0.33333333333333337,0.4999999999999978,-0.05249763257575757,-0.4902692307692308,-0.5470260223048327,0.41477272727272685,-0.18749999851973742,-0.7045454576446286,-0.3977912082045123,-0.3977912082045123,-0.3977912074456037,-0.39779121139193485,-0.39779121139193485,-0.3977912031957084,-0.4137257846523502,-0.09999999999999998,4.440892098500626e-16,0.6387959866220729,1.0
111,-0.3941349856924633,-0.5543478260869565,-0.5818476499189627,-0.7024608501118568,0.4422535211267602,0.4795918367346943,-0.33333333333333337,0.4999999999999978,-0.08546401515151514,-0.522,-0.5561338289962825,0.4318181818181812,-0.2499999996052631,-0.7272727267768608,-0.39414036332730773,-0.39414036332730773,-0.3941403618094875,-0.39414035831850425,-0.39414035831850425,-0.3941403644656728,-0.41025035934181453,-0.09999999999999998,4.440892098500626e-16,0.6655518394648829,1.0
